VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2018-01-01 00:19:30,2018-01-01 00:32:07,5,2.85,1,N,262,170,2,11.5,0.5,0.5,0,0,0.3,12.8
2,2018-01-01 00:49:28,2018-01-01 01:03:57,5,.80,1,N,164,68,1,9.5,0.5,0.5,1.2,0,0.3,12
1,2018-01-01 00:02:06,2018-01-01 00:06:27,1,.80,1,N,263,74,1,5.5,0.5,0.5,2,0,0.3,8.8
1,2018-01-01 00:16:57,2018-01-01 00:22:51,3,.80,1,N,263,262,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2018-01-01 00:26:45,2018-01-01 00:37:15,2,2.20,1,N,262,238,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,2018-01-01 00:40:58,2018-01-01 00:48:49,1,1.30,1,N,238,263,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2018-01-01 00:54:01,2018-01-01 01:04:04,4,1.90,1,N,236,142,2,9,0.5,0.5,0,0,0.3,10.3
2,2018-01-01 00:12:21,2018-01-01 00:21:28,1,2.02,1,N,237,262,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2018-01-01 00:30:07,2018-01-01 00:37:35,1,1.88,1,N,236,142,2,8,0.5,0.5,0,0,0.3,9.3
2,2018-01-01 00:39:02,2018-01-01 00:55:03,1,2.82,1,N,142,170,1,12.5,0.5,0.5,3.45,0,0.3,17.25
2,2018-01-01 01:02:24,2018-01-01 01:23:43,1,7.34,1,N,161,42,2,24,0.5,0.5,0,0,0.3,25.3
1,2018-01-01 00:29:02,2018-01-01 00:36:10,1,.90,1,N,264,264,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2018-01-01 00:43:47,2018-01-01 01:16:45,2,1.60,1,N,264,264,1,19,0.5,0.5,4.05,0,0.3,24.35
1,2018-01-01 00:32:30,2018-01-01 00:37:39,1,.80,1,N,193,146,1,5.5,0.5,0.5,0,0,0.3,6.8
1,2018-01-01 00:48:35,2018-01-01 00:58:13,1,2.50,1,N,237,239,2,10,0.5,0.5,0,0,0.3,11.3
1,2018-01-01 00:03:19,2018-01-01 00:20:44,1,12.00,1,N,138,40,1,33,0.5,0.5,10.25,0,0.3,44.55
1,2018-01-01 00:30:32,2018-01-01 00:53:25,2,4.90,1,N,65,68,2,19.5,0.5,0.5,0,0,0.3,20.8
1,2018-01-01 00:54:55,2018-01-01 01:01:58,1,.80,1,N,246,50,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2018-01-01 00:17:29,2018-01-01 00:25:24,2,1.70,1,N,211,87,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2018-01-01 00:26:13,2018-01-01 00:39:17,1,6.50,1,N,87,140,2,20,0.5,0.5,0,0,0.3,21.3
1,2018-01-01 00:40:31,2018-01-01 01:06:41,1,4.20,1,N,140,90,1,20,0.5,0.5,2,0,0.3,23.3
1,2018-01-01 00:16:24,2018-01-01 00:27:21,1,1.70,1,N,107,45,1,8.5,0.5,0.5,2.2,0,0.3,12
1,2018-01-01 00:34:29,2018-01-01 00:45:36,1,1.20,1,N,144,79,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,2018-01-01 00:48:28,2018-01-01 00:55:55,1,1.10,1,N,4,107,2,7,0.5,0.5,0,0,0.3,8.3
1,2018-01-01 00:59:46,2018-01-01 01:12:52,1,1.70,1,N,113,232,1,10,0.5,0.5,2.25,0,0.3,13.55
2,2018-01-01 00:10:29,2018-01-01 00:12:58,1,.37,1,N,107,107,1,4,0.5,0.5,1.59,0,0.3,6.89
2,2018-01-01 00:22:35,2018-01-01 00:30:01,2,1.21,1,N,234,249,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2018-01-01 00:34:10,2018-01-01 00:43:31,2,1.06,1,N,249,113,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2018-01-01 00:50:02,2018-01-01 01:00:02,2,1.72,1,N,107,229,1,8.5,0.5,0.5,1.47,0,0.3,11.27
2,2018-01-01 00:33:58,2018-01-01 00:40:24,1,1.24,1,N,237,262,2,7,0.5,0.5,0,0,0.3,8.3
2,2018-01-01 00:45:29,2018-01-01 01:18:27,1,6.99,1,N,263,129,2,26,0.5,0.5,0,0,0.3,27.3
2,2018-01-01 00:35:26,2018-01-01 01:00:50,1,2.25,1,N,48,186,2,16,0.5,0.5,0,0,0.3,17.3
2,2018-01-01 00:05:22,2018-01-01 00:23:36,3,15.37,1,N,132,145,1,41,0.5,0.5,8.46,0,0.3,50.76
2,2018-01-01 00:15:56,2018-01-01 00:30:22,6,3.71,1,N,166,48,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2018-01-01 00:31:21,2018-01-01 00:49:18,6,3.30,1,N,48,263,2,14.5,0.5,0.5,0,0,0.3,15.8
2,2018-01-01 00:56:28,2018-01-01 01:09:13,6,2.11,1,N,162,48,1,10.5,0.5,0.5,3,0,0.3,14.8
1,2018-01-01 00:19:18,2018-01-01 00:47:26,1,2.80,1,N,233,249,2,17.5,0.5,0.5,0,0,0.3,18.8
1,2018-01-01 00:48:13,2018-01-01 01:01:52,1,1.80,1,N,249,107,1,10,0.5,0.5,2.25,0,0.3,13.55
1,2018-01-01 00:19:30,2018-01-01 00:32:47,2,2.50,1,N,142,170,1,11,0.5,0.5,3.22,0,0.3,15.52
1,2018-01-01 00:45:46,2018-01-01 01:14:28,3,6.00,1,N,170,116,2,22.5,0.5,0.5,0,0,0.3,23.8
2,2018-01-01 00:21:05,2018-01-01 00:26:17,5,.31,1,N,237,237,2,5,0.5,0.5,0,0,0.3,6.3
2,2018-01-01 00:30:52,2018-01-01 00:39:15,5,1.71,1,N,237,229,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2018-01-01 00:41:54,2018-01-01 01:01:24,5,6.39,1,N,229,261,1,21.5,0.5,0.5,0,0,0.3,22.8
2,2018-01-01 00:06:21,2018-01-01 00:11:48,1,.66,1,N,144,125,1,5.5,0.5,0.5,2.04,0,0.3,8.84
2,2018-01-01 00:16:25,2018-01-01 00:39:43,1,1.76,1,N,211,186,2,14.5,0.5,0.5,0,0,0.3,15.8
2,2018-01-01 00:49:26,2018-01-01 01:02:50,1,1.49,1,N,90,170,1,10,0.5,0.5,2.82,0,0.3,14.12
2,2018-01-01 00:05:12,2018-01-01 00:17:59,1,1.87,1,N,68,137,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2018-01-01 00:47:53,2018-01-01 01:20:59,1,6.91,1,N,249,166,1,28,0.5,0.5,5.86,0,0.3,35.16
2,2018-01-01 00:25:54,2018-01-01 00:31:13,1,2.72,1,N,140,233,1,9.5,0.5,0.5,2,0,0.3,12.8
2,2018-01-01 00:35:25,2018-01-01 00:54:04,1,2.06,1,N,170,148,1,13,0.5,0.5,0,0,0.3,14.3
1,2018-01-01 00:29:35,2018-01-01 01:09:13,3,2.80,1,N,161,249,1,23.5,0.5,0.5,7.4,0,0.3,32.2
1,2018-01-01 00:35:22,2018-01-01 00:40:58,1,.70,1,N,48,143,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,2018-01-01 00:43:18,2018-01-01 00:55:20,2,1.90,1,N,143,238,1,10,0.5,0.5,2,0,0.3,13.3
1,2018-01-01 00:58:27,2018-01-01 01:25:46,2,6.40,1,N,239,13,1,23.5,0.5,0.5,2,0,0.3,26.8
2,2018-01-01 00:10:23,2018-01-01 00:15:44,1,.57,1,N,164,170,2,5,0.5,0.5,0,0,0.3,6.3
2,2018-01-01 00:52:51,2018-01-01 00:59:49,1,1.05,1,N,113,158,1,6.5,0.5,0.5,2,0,0.3,9.8
1,2018-01-01 00:13:19,2018-01-01 00:21:25,1,2.00,1,N,87,148,2,9,0.5,0.5,0,0,0.3,10.3
1,2018-01-01 00:25:13,2018-01-01 00:32:38,1,1.50,1,N,148,107,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2018-01-01 00:33:27,2018-01-01 00:55:44,1,2.80,1,N,107,50,2,15,0.5,0.5,0,0,0.3,16.3
1,2018-01-01 00:56:44,2018-01-01 01:07:49,1,2.70,1,N,50,238,1,10.5,0.5,0.5,2.35,0,0.3,14.15
1,2018-01-01 00:14:19,2018-01-01 00:43:52,2,5.00,1,N,144,141,1,21.5,0.5,0.5,4.55,0,0.3,27.35
2,2018-01-01 00:22:20,2018-01-01 00:36:09,1,2.90,1,N,161,263,2,12,0.5,0.5,0,0,0.3,13.3
1,2018-01-01 00:13:28,2018-01-01 00:18:26,1,.60,1,N,79,224,1,5,0.5,0.5,1,0,0.3,7.3
1,2018-01-01 00:23:36,2018-01-01 00:40:21,1,1.70,1,N,79,249,1,11.5,0.5,0.5,2.55,0,0.3,15.35
1,2018-01-01 00:43:26,2018-01-01 01:07:34,1,2.80,1,N,249,48,2,16,0.5,0.5,0,0,0.3,17.3
1,2018-01-01 00:01:57,2018-01-01 00:19:50,2,3.60,1,N,148,49,1,16,0.5,0.5,5.15,0,0.3,22.45
1,2018-01-01 00:49:15,2018-01-01 00:58:08,1,1.00,1,N,209,231,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2018-01-01 00:59:01,2018-01-01 01:04:30,1,1.30,1,N,231,261,1,6.5,0.5,0.5,2.3,0,0.3,10.1
2,2018-01-01 00:40:12,2018-01-01 01:18:46,2,8.87,1,N,161,36,1,32,0.5,0.5,7.81,5.76,0.3,46.87
1,2018-01-01 00:02:18,2018-01-01 00:10:08,2,1.70,1,N,79,261,1,8.5,0.5,0.5,2.45,0,0.3,12.25
1,2018-01-01 00:15:04,2018-01-01 00:24:01,1,1.20,1,N,231,249,1,7.5,0.5,0.5,1,0,0.3,9.8
1,2018-01-01 00:26:06,2018-01-01 00:33:14,1,1.00,1,N,249,68,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,2018-01-01 00:34:36,2018-01-01 00:54:10,1,4.60,1,N,68,238,1,18,0.5,0.5,2,0,0.3,21.3
1,2018-01-01 00:57:01,2018-01-01 01:03:49,1,1.30,1,N,238,236,2,7,0.5,0.5,0,0,0.3,8.3
2,2018-01-01 00:13:15,2018-01-01 00:22:51,3,1.39,1,N,249,231,1,8,0.5,0.5,2.32,0,0.3,11.62
2,2018-01-01 00:23:54,2018-01-01 00:31:12,4,1.31,1,N,231,88,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2018-01-01 00:37:48,2018-01-01 00:46:40,3,1.55,1,N,209,232,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2018-01-01 00:10:57,2018-01-01 00:42:23,1,1.06,1,N,161,164,2,18,0.5,0.5,0,0,0.3,19.3
2,2018-01-01 00:46:00,2018-01-01 00:55:13,1,.68,1,N,164,137,2,7,0.5,0.5,0,0,0.3,8.3
2,2018-01-01 00:07:58,2018-01-01 00:23:12,5,4.14,1,N,45,209,2,14.5,0.5,0.5,0,0,0.3,15.8
2,2018-01-01 00:29:56,2018-01-01 00:52:01,5,2.50,1,N,211,100,1,14.5,0.5,0.5,3.95,0,0.3,19.75
2,2018-01-01 00:57:23,2018-01-01 01:43:57,2,9.29,5,N,100,138,1,70,0,0,0,0,0.3,70.3
2,2018-01-01 00:52:51,2018-01-01 01:23:54,1,21.03,1,N,132,106,1,56.5,0.5,0.5,11.56,0,0.3,69.36
2,2018-01-01 00:48:19,2018-01-01 00:52:15,1,.87,1,N,237,229,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2018-01-01 01:00:06,2018-01-01 01:10:23,1,2.58,1,N,161,263,1,10,0.5,0.5,2,0,0.3,13.3
1,2018-01-01 00:30:53,2018-01-01 01:03:34,2,6.10,1,N,231,263,1,24,0.5,0.5,5.05,0,0.3,30.35
2,2018-01-01 00:15:08,2018-01-01 00:19:44,5,.66,1,N,50,50,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2018-01-01 00:22:08,2018-01-01 00:24:52,5,.45,1,N,48,142,1,4,0.5,0.5,1.59,0,0.3,6.89
2,2018-01-01 00:29:13,2018-01-01 01:05:43,5,7.24,1,N,143,211,1,28,0.5,0.5,5.86,0,0.3,35.16
1,2018-01-01 00:58:52,2018-01-01 01:09:21,2,1.20,1,N,106,106,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,2018-01-01 00:51:54,2018-01-01 00:57:42,1,1.18,1,N,179,7,1,6.5,0.5,0.5,2.34,0,0.3,10.14
2,2018-01-01 00:58:55,2018-01-01 01:05:53,1,1.44,1,N,146,7,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2018-01-01 00:26:21,2018-01-01 00:29:53,1,.46,1,N,142,143,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2018-01-01 00:31:55,2018-01-01 00:46:37,1,2.82,1,N,143,263,2,12.5,0.5,0.5,0,0,0.3,13.8
2,2018-01-01 00:49:54,2018-01-01 01:05:28,2,3.10,1,N,263,50,2,13,0.5,0.5,0,0,0.3,14.3
1,2018-01-01 00:26:44,2018-01-01 00:32:52,2,1.40,1,N,162,140,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2018-01-01 00:08:36,2018-01-01 00:19:05,1,2.10,1,N,239,263,2,10,0.5,0.5,0,0,0.3,11.3
1,2018-01-01 00:22:01,2018-01-01 00:43:14,2,4.40,1,N,263,42,1,17,0.5,0.5,5.45,0,0.3,23.75
1,2018-01-01 00:11:48,2018-01-01 00:24:01,1,3.00,1,N,151,42,1,12,0.5,0.5,3,0,0.3,16.3
1,2018-01-01 00:29:28,2018-01-01 00:35:58,1,1.20,1,N,116,41,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2018-01-01 00:38:54,2018-01-01 00:52:02,1,2.40,1,N,41,244,2,11.5,0.5,0.5,0,0,0.3,12.8
1,2018-01-01 00:56:55,2018-01-01 01:04:09,2,1.70,1,N,116,74,1,7.5,0.5,0.5,1.75,0,0.3,10.55
2,2018-01-01 00:44:10,2018-01-01 00:52:02,2,1.47,1,N,148,107,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2018-01-01 00:13:33,2018-01-01 00:26:55,3,3.46,1,N,263,42,2,13,0.5,0.5,0,0,0.3,14.3
2,2018-01-01 00:28:17,2018-01-01 00:39:38,3,1.78,1,N,42,24,2,8,0.5,0.5,0,0,0.3,9.3
2,2018-01-01 00:45:00,2018-01-01 00:52:14,3,1.19,1,N,43,238,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2018-01-01 01:00:19,2018-01-01 01:09:47,3,2.64,1,N,236,233,2,10,0.5,0.5,0,0,0.3,11.3
2,2018-01-01 00:08:31,2018-01-01 00:26:32,2,4.04,1,N,211,141,2,15.5,0.5,0.5,0,0,0.3,16.8
2,2018-01-01 00:28:04,2018-01-01 00:30:36,1,.60,1,N,141,162,1,4,0.5,0.5,1.32,0,0.3,6.62
2,2018-01-01 00:31:22,2018-01-01 00:39:52,1,2.44,1,N,162,239,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2018-01-01 00:46:50,2018-01-01 00:50:21,2,.54,1,N,239,143,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2018-01-01 00:54:22,2018-01-01 01:02:08,2,.96,1,N,143,163,2,7,0.5,0.5,0,0,0.3,8.3
1,2018-01-01 00:40:25,2018-01-01 00:40:47,1,.00,4,N,79,79,3,2.5,0.5,0.5,0,0,0.3,3.8
1,2018-01-01 00:41:24,2018-01-01 00:54:39,2,4.00,5,N,114,265,1,55.55,0,0,4,10.5,0.3,70.35
1,2018-01-01 00:39:50,2018-01-01 00:46:44,1,1.00,1,N,79,137,1,6.5,0.5,0.5,1.55,0,0.3,9.35
2,2018-01-01 00:19:45,2018-01-01 00:23:23,1,.28,1,N,234,107,1,4,0.5,0.5,1.06,0,0.3,6.36
2,2018-01-01 00:32:31,2018-01-01 00:38:46,1,1.38,1,N,137,229,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2018-01-01 00:45:51,2018-01-01 00:47:43,1,.38,1,N,141,237,1,3.5,0.5,0.5,1.2,0,0.3,6
2,2018-01-01 00:57:32,2018-01-01 01:08:32,1,1.13,1,N,237,161,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,2018-01-01 00:00:59,2018-01-01 00:02:28,1,.40,1,N,13,13,1,3.5,0.5,0.5,0.96,0,0.3,5.76
2,2018-01-01 00:11:59,2018-01-01 00:25:51,1,3.95,1,N,13,68,1,13.5,0.5,0.5,2.96,0,0.3,17.76
2,2018-01-01 00:27:24,2018-01-01 00:39:08,2,1.26,1,N,68,50,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2018-01-01 00:44:39,2018-01-01 01:00:46,2,4.46,1,N,143,90,1,16,0.5,0.5,3.46,0,0.3,20.76
1,2018-01-01 00:00:37,2018-01-01 00:05:52,1,1.00,1,N,238,236,2,6,0.5,0.5,0,0,0.3,7.3
1,2018-01-01 00:11:42,2018-01-01 00:16:06,1,.90,1,N,239,238,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,2018-01-01 00:20:05,2018-01-01 00:25:55,1,1.20,1,N,239,143,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,2018-01-01 00:40:08,2018-01-01 01:05:27,3,5.20,1,N,142,141,2,21,0.5,0.5,0,0,0.3,22.3
1,2018-01-01 00:22:22,2018-01-01 00:36:36,1,2.40,1,N,4,231,2,11.5,0.5,0.5,0,0,0.3,12.8
1,2018-01-01 00:44:08,2018-01-01 01:03:04,1,3.20,1,N,231,170,1,14.5,0.5,0.5,4.7,0,0.3,20.5
2,2018-01-01 00:20:47,2018-01-01 00:40:35,1,6.84,1,N,140,198,2,22,0.5,0.5,0,0,0.3,23.3
2,2018-01-01 00:09:18,2018-01-01 00:15:18,1,.92,1,N,113,107,1,6,0.5,0.5,0,0,0.3,7.3
2,2018-01-01 00:19:06,2018-01-01 00:40:07,1,2.89,1,N,107,50,1,14.5,0.5,0.5,3.16,0,0.3,18.96
2,2018-01-01 00:43:47,2018-01-01 00:52:41,1,1.26,1,N,50,246,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2018-01-01 00:08:47,2018-01-01 00:12:39,2,.87,1,N,68,234,1,5,0.5,0.5,3.7,0,0.3,10
2,2018-01-01 00:26:24,2018-01-01 00:40:51,2,1.80,1,N,234,229,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2018-01-01 00:43:36,2018-01-01 01:02:32,1,5.53,1,N,229,256,2,19,0.5,0.5,0,0,0.3,20.3
2,2018-01-01 00:10:47,2018-01-01 00:18:19,2,1.86,1,N,141,239,1,8,0.5,0.5,1,0,0.3,10.3
2,2018-01-01 00:25:14,2018-01-01 01:00:11,3,11.58,1,N,239,181,1,36.5,0.5,0.5,9.45,0,0.3,47.25
2,2018-01-01 00:23:10,2018-01-01 00:38:58,2,2.23,1,N,107,162,1,11.5,0.5,0.5,1.28,0,0.3,14.08
2,2018-01-01 00:57:00,2018-01-01 01:14:07,3,3.53,1,N,162,158,1,14,0.5,0.5,4.59,0,0.3,19.89
2,2018-01-01 00:22:39,2018-01-01 00:28:16,1,1.01,1,N,141,263,2,6,0.5,0.5,0,0,0.3,7.3
2,2018-01-01 00:31:38,2018-01-01 00:38:24,1,1.61,1,N,263,238,1,7.5,0.5,0.5,1,0,0.3,9.8
2,2018-01-01 00:56:12,2018-01-01 00:58:01,1,.59,1,N,162,233,1,3.5,0.5,0.5,1.2,0,0.3,6
1,2018-01-01 00:08:25,2018-01-01 00:11:28,1,.40,1,Y,24,151,2,4,0.5,0.5,0,0,0.3,5.3
1,2018-01-01 00:17:49,2018-01-01 00:39:24,1,6.30,1,N,151,107,1,22,0.5,0.5,1,0,0.3,24.3
1,2018-01-01 00:49:20,2018-01-01 00:52:19,1,.70,1,Y,229,141,1,4.5,0.5,0.5,1,0,0.3,6.8
1,2018-01-01 00:56:29,2018-01-01 01:01:19,4,1.10,1,N,237,263,1,6,0.5,0.5,1.45,0,0.3,8.75
2,2018-01-01 00:20:16,2018-01-01 00:28:01,1,1.06,1,N,79,164,2,7,0.5,0.5,0,0,0.3,8.3
2,2018-01-01 00:51:09,2018-01-01 00:54:28,1,.62,1,N,233,229,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2018-01-01 00:56:06,2018-01-01 01:00:00,1,.69,1,N,229,141,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2018-01-01 00:28:43,2018-01-01 00:46:37,2,3.10,1,N,48,233,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2018-01-01 00:12:36,2018-01-01 00:26:04,3,3.41,1,N,79,140,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,2018-01-01 00:35:01,2018-01-01 00:37:27,3,.43,1,N,263,262,1,4,0.5,0.5,1.59,0,0.3,6.89
2,2018-01-01 00:09:14,2018-01-01 00:26:53,1,9.29,1,N,138,229,1,27.5,0.5,0.5,0,5.76,0.3,34.56
2,2018-01-01 00:29:56,2018-01-01 00:45:27,1,2.83,1,N,229,239,1,12.5,0.5,0.5,3.45,0,0.3,17.25
2,2018-01-01 00:47:12,2018-01-01 01:16:24,1,4.72,1,N,143,79,2,20.5,0.5,0.5,0,0,0.3,21.8
1,2018-01-01 00:20:32,2018-01-01 00:25:44,1,1.40,1,N,238,75,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2018-01-01 00:28:01,2018-01-01 00:56:32,1,9.00,1,N,75,18,3,29.5,0.5,0.5,0,0,0.3,30.8
2,2018-01-01 00:19:43,2018-01-01 00:32:13,2,2.15,1,N,161,79,1,10,0.5,0.5,2,0,0.3,13.3
2,2018-01-01 00:33:54,2018-01-01 00:44:26,2,3.01,1,N,79,141,1,11,0.5,0.5,2.46,0,0.3,14.76
2,2018-01-01 00:50:30,2018-01-01 00:59:15,3,1.94,1,N,263,238,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,2018-01-01 00:05:19,2018-01-01 00:29:29,1,.98,1,N,48,48,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2018-01-01 00:29:43,2018-01-01 00:32:42,6,.19,1,N,48,68,1,3.5,0.5,0.5,0,0,0.3,4.8
2,2018-01-01 00:49:15,2018-01-01 01:27:14,6,15.90,1,N,186,22,1,47,0.5,0.5,10.81,5.76,0.3,64.87
2,2018-01-01 00:12:21,2018-01-01 00:26:30,1,3.70,1,N,144,17,1,14,0.5,0.5,3.06,0,0.3,18.36
2,2018-01-01 00:43:17,2018-01-01 01:01:51,1,9.38,1,N,148,223,1,27.5,0.5,0.5,5.76,0,0.3,34.56
2,2018-01-01 00:18:39,2018-01-01 00:47:12,5,1.64,1,N,161,161,2,17.5,0.5,0.5,0,0,0.3,18.8
2,2018-01-01 00:47:56,2018-01-01 01:02:05,5,3.35,1,N,161,238,2,13,0.5,0.5,0,0,0.3,14.3
1,2018-01-01 00:44:06,2018-01-01 01:03:02,2,4.10,1,N,233,238,2,16,0.5,0.5,0,0,0.3,17.3
2,2018-01-01 00:16:29,2018-01-01 00:28:16,2,2.55,1,N,148,256,1,11,0.5,0.5,2.46,0,0.3,14.76
2,2018-01-01 00:39:21,2018-01-01 00:45:05,2,.88,1,N,148,232,2,6,0.5,0.5,0,0,0.3,7.3
2,2018-01-01 00:54:48,2018-01-01 01:03:48,3,1.70,1,N,79,170,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2018-01-01 00:11:18,2018-01-01 00:29:39,5,7.89,1,N,229,160,2,24,0.5,0.5,0,0,0.3,25.3
2,2018-01-01 00:44:38,2018-01-01 01:12:03,5,4.45,1,N,232,48,2,19.5,0.5,0.5,0,0,0.3,20.8
1,2018-01-01 00:16:36,2018-01-01 00:32:21,1,3.60,1,N,229,238,1,14,0.5,0.5,3.05,0,0.3,18.35
1,2018-01-01 00:37:37,2018-01-01 00:39:59,1,.50,1,N,238,151,2,4,0.5,0.5,0,0,0.3,5.3
1,2018-01-01 00:42:40,2018-01-01 00:47:35,1,1.00,1,N,151,151,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2018-01-01 00:48:24,2018-01-01 00:51:00,1,.40,1,N,151,151,1,4,0.5,0.5,1,0,0.3,6.3
1,2018-01-01 00:51:57,2018-01-01 00:52:06,1,.00,1,N,151,151,2,2.5,0.5,0.5,0,0,0.3,3.8
1,2018-01-01 00:06:13,2018-01-01 00:15:37,1,1.90,1,N,239,262,1,9,0.5,0.5,3,0,0.3,13.3
1,2018-01-01 00:17:15,2018-01-01 00:20:33,1,.70,1,N,262,262,1,4.5,0.5,0.5,1,0,0.3,6.8
1,2018-01-01 00:22:16,2018-01-01 00:28:15,1,1.00,1,N,262,236,2,6,0.5,0.5,0,0,0.3,7.3
1,2018-01-01 00:36:40,2018-01-01 00:43:03,1,.80,1,N,43,236,1,6,0.5,0.5,1.7,0,0.3,9
1,2018-01-01 00:48:42,2018-01-01 00:54:25,1,2.00,1,N,263,233,1,7.5,0.5,0.5,1.75,0,0.3,10.55
2,2018-01-01 00:13:02,2018-01-01 00:28:08,1,2.74,1,N,148,162,2,12,0.5,0.5,0,0,0.3,13.3
2,2018-01-01 00:48:40,2018-01-01 00:57:24,2,2.00,1,N,161,236,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2018-01-01 00:28:51,2018-01-01 00:35:10,1,1.60,1,N,125,87,1,6.5,0.5,0.5,2.3,0,0.3,10.1
1,2018-01-01 00:41:19,2018-01-01 00:46:21,1,.80,1,N,231,13,1,5.5,0.5,0.5,2,0,0.3,8.8
1,2018-01-01 00:53:41,2018-01-01 01:02:52,2,1.50,1,N,125,68,1,8,0.5,0.5,1,0,0.3,10.3
1,2018-01-01 00:30:48,2018-01-01 00:50:49,4,2.00,1,N,48,249,2,13,0.5,0.5,0,0,0.3,14.3
1,2018-01-01 00:52:46,2018-01-01 00:56:53,2,.50,1,N,113,249,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2018-01-01 00:57:47,2018-01-01 01:05:55,1,.90,1,N,249,234,1,7,0.5,0.5,0,0,0.3,8.3
2,2018-01-01 00:27:18,2018-01-01 00:35:22,5,.97,1,N,141,262,1,7,0.5,0.5,2,0,0.3,10.3
2,2018-01-01 00:40:40,2018-01-01 01:07:24,5,6.61,1,N,263,7,1,23.5,0.5,0.5,3.72,0,0.3,28.52
2,2018-01-01 00:22:45,2018-01-01 00:39:06,2,3.13,1,N,43,263,1,14,0.5,0.5,3.82,0,0.3,19.12
2,2018-01-01 00:40:41,2018-01-01 00:56:51,2,3.66,1,N,236,137,1,14,0.5,0.5,2,0,0.3,17.3
2,2018-01-01 00:21:42,2018-01-01 00:26:54,1,.61,1,N,236,237,1,5.5,0.5,0.5,2,0,0.3,8.8
2,2018-01-01 00:28:46,2018-01-01 00:38:28,1,2.65,1,N,237,151,2,10,0.5,0.5,0,0,0.3,11.3
2,2018-01-01 00:41:15,2018-01-01 00:52:37,2,2.29,1,N,151,143,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2018-01-01 00:55:08,2018-01-01 00:58:41,1,.34,1,N,143,143,1,4.5,0.5,0.5,1.74,0,0.3,7.54
2,2018-01-01 01:00:03,2018-01-01 01:40:26,1,11.14,1,N,143,181,1,36.5,0.5,0.5,9.45,0,0.3,47.25
2,2018-01-01 00:04:21,2018-01-01 00:04:25,1,.00,5,N,88,88,1,15,0,0.5,0,0,0.3,15.8
2,2018-01-01 00:13:08,2018-01-01 00:30:01,1,4.60,1,N,209,164,1,17.5,0.5,0.5,0,0,0.3,18.8
2,2018-01-01 00:50:24,2018-01-01 01:06:02,1,2.58,1,N,141,143,1,12.5,0.5,0.5,3.45,0,0.3,17.25
2,2018-01-01 00:27:58,2018-01-01 00:46:55,2,.58,1,N,48,48,1,11.5,0.5,0.5,3.2,0,0.3,16
